,location_id,location_name,year_id,estimate_type,indicator_id,indicator_short,ihme_indicator_description,indicator_outline,indicator_unit,target_description,goal_description,scaled_value,scaled_lower,scaled_upper
135327,213,Niger,2017,past,1036,Adol Birth Rate,"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old",3.7.2,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,0.0,0.0,0.6
135368,214,Nigeria,2017,past,1036,Adol Birth Rate,"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old",3.7.2,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,16.0,12.5,18.9
135409,215,Sao Tome and Principe,2017,past,1036,Adol Birth Rate,"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old",3.7.2,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,29.0,25.6,32.3
135450,216,Senegal,2017,past,1036,Adol Birth Rate,"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old",3.7.2,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,21.4,17.5,24.8
135491,217,Sierra Leone,2017,past,1036,Adol Birth Rate,"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old",3.7.2,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,14.1,10.7,17.1
135532,218,Togo,2017,past,1036,Adol Birth Rate,"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old",3.7.2,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,31.3,27.9,34.2
135573,298,American Samoa,2017,past,1036,Adol Birth Rate,"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old",3.7.2,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,42.2,38.3,46.1
135614,305,Bermuda,2017,past,1036,Adol Birth Rate,"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old",3.7.2,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,80.5,77.5,83.2
135655,349,Greenland,2017,past,1036,Adol Birth Rate,"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old",3.7.2,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,37.3,32.9,41.1
135696,351,Guam,2017,past,1036,Adol Birth Rate,"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old",3.7.2,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,35.8,32.0,39.6
135737,376,Northern Mariana Islands,2017,past,1036,Adol Birth Rate,"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old",3.7.2,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,39.7,36.6,43.0
135778,385,Puerto Rico,2017,past,1036,Adol Birth Rate,"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old",3.7.2,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,45.7,42.6,48.7
135819,422,"Virgin Islands, U.S.",2017,past,1036,Adol Birth Rate,"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old",3.7.2,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,30.9,27.1,34.7
135860,435,South Sudan,2017,past,1036,Adol Birth Rate,"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old",3.7.2,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,6.6,3.2,9.6
135901,522,Sudan,2017,past,1036,Adol Birth Rate,"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old",3.7.2,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,18.4,14.7,21.5
135942,6,China,2017,past,1037,UHC Index,"Indicator 3.8.1: Coverage of essential health services, as defined by the UHC service coverage index of 9 tracer interventions and risk-standardised death rates or mortality-to-incidence ratios from 32 causes amenable to personal healthcare.",3.8.1,Scaled/Normalized value ranging from 0-100,"Achieve universal health coverage, including financial risk protection, access to quality essential health-care services and access to safe, effective, quality and affordable essential medicines and vaccines for all.",Ensure healthy lives and promote well-being for all at all ages.,78.7,77.0,80.2
135983,7,North Korea,2017,past,1037,UHC Index,"Indicator 3.8.1: Coverage of essential health services, as defined by the UHC service coverage index of 9 tracer interventions and risk-standardised death rates or mortality-to-incidence ratios from 32 causes amenable to personal healthcare.",3.8.1,Scaled/Normalized value ranging from 0-100,"Achieve universal health coverage, including financial risk protection, access to quality essential health-care services and access to safe, effective, quality and affordable essential medicines and vaccines for all.",Ensure healthy lives and promote well-being for all at all ages.,54.8,50.4,58.9
136024,8,Taiwan,2017,past,1037,UHC Index,"Indicator 3.8.1: Coverage of essential health services, as defined by the UHC service coverage index of 9 tracer interventions and risk-standardised death rates or mortality-to-incidence ratios from 32 causes amenable to personal healthcare.",3.8.1,Scaled/Normalized value ranging from 0-100,"Achieve universal health coverage, including financial risk protection, access to quality essential health-care services and access to safe, effective, quality and affordable essential medicines and vaccines for all.",Ensure healthy lives and promote well-being for all at all ages.,87.9,86.4,89.4
